brand,series,model,year,col,size,cpu,gen,ram,slots,max,sold,w11,tag,st_25sata,st_msata,st_m2sata,st_m2nvme,st_ide,st_emmc,st_m2len,st_note,price,price_note,os,note,aliases,pwr,bat,bat_note
thinkpad,E,E14 Gen 6 / E16 Gen 2,2024,,14/16″,Intel Core Ultra / Ryzen 7000,ddr5,DDR5-5600 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,2242 + 2280 slots,$305–440,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""E14 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P50 / P70,2015,,15.6/17.3″,Intel 6th gen / Xeon,ddr4,DDR4-2133 (ECC on Xeon),4× SODIMM,64 GB,,0,NVMe,1,,,1,,,,2× M.2 slots,$115–225,"Real eBay sold IQR, Jul 2026 (n=34, median $150). P50 listings; P70 usually a bit higher. Workstation — GPU model and RAM config swing prices hard; heavy shipping.",,,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",removable,"Workstation 6-cell removable. Search ""P50 battery"".|>Big packs; P50/P51 moved to internal in 2015+ — verify. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P50s,2016,,15.6″,Intel 6th gen (dual-core),ddr4,DDR4-2133 SODIMM,2× SODIMM,32 GB,,0,NVMe,1,,1,1,,,,,$75–120,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",removable,"Workstation 6-cell removable. Search ""P50s battery"".|>Big packs; P50/P51 moved to internal in 2015+ — verify. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P51 / P71,2016,,15.6/17.3″,Intel 7th gen / Xeon,ddr4,DDR4-2400 (ECC on Xeon),4× SODIMM,64 GB,,0,NVMe,1,,,1,,,,2× M.2 slots,$138–270,"Real eBay sold IQR, Jul 2026 (n=32, median $215). P51 listings; P71 usually a bit higher. Workstation — GPU model and RAM config swing prices hard; heavy shipping.",,,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",removable,"Workstation 6-cell removable. Search ""P51 battery"".|>Big packs; P50/P51 moved to internal in 2015+ — verify. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P52 / P72 / P52s,2018,,15.6/17.3″,Intel 8th gen / Xeon,ddr4,DDR4-2666 (ECC on Xeon),4× SODIMM (2 on s),128 GB (32 on P52s),,1,NVMe,1,,,1,,,,2× M.2 slots,$281–440,"Real eBay sold IQR, Jul 2026 (n=16, median $323) (P52 sampled; other variants vary). Workstation — GPU model and RAM config swing prices hard; heavy shipping.",,,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal workstation pack (large Wh). Search ""P52 battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P1 Gen 1 / P1 Gen 2,2019,,15.6″,Intel 8th/9th gen / Xeon,ddr4,DDR4-2666 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$120–180,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,"P1 = the thin ('X1 Extreme') workstation. Gen 1 = 2018, Gen 2 = 2019.",,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal workstation pack (large Wh). Search ""P1 battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P53 / P73 / P43s / P53s,2019,,15.6/17.3″,Intel 9th gen / Xeon,ddr4,DDR4-2666 (ECC on Xeon),4× SODIMM (2 on s),128 GB,,1,NVMe,1,,,1,,,,2× M.2 slots,$300–465,"Real eBay sold IQR, Jul 2026 (n=34, median $382). P53 titles. Workstation — GPU model and RAM config swing prices hard; heavy shipping.",,,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal workstation pack (large Wh). Search ""P53 battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P1 Gen 3 / P15 / P17 / P15s,2020,,15.6/17.3″,Intel 10th gen / Xeon,ddr4,DDR4-2933/3200 (ECC on Xeon),2–4× SODIMM,64–128 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$140–215,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,,P15 Gen 1 P17 Gen 1 P15s Gen 1,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal workstation pack (large Wh). Search ""P1 battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P1 Gen 4 / P15 Gen 2 / P17 Gen 2,2021,,15.6/17.3″,Intel 11th gen / Xeon,ddr4,DDR4-3200 (ECC on Xeon),2–4× SODIMM,64–128 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$155–240,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal workstation pack (large Wh). Search ""P1 battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P1 Gen 5 / P16 Gen 1 / P16s / P15v,2022,,16″,Intel 12th gen HX / Xeon / Ryzen PRO 6000 (P16s),ddr5,DDR5-4800 SODIMM (ECC on Xeon),2× SODIMM (P16: 4×),64 GB (P16 128),,1,NVMe,,,,1,,,,"2× M.2 slots, PCIe Gen 4",$220–330,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,,P16s Gen 1 P15v Gen 1,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal workstation pack (large Wh). Search ""P1 battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P1 Gen 6 / P16 Gen 2 / P16s Gen 2,2023,,16″,Intel 13th gen HX / Ryzen / Ryzen PRO 7040 (P16s Gen 2),ddr5,DDR5-5600 SODIMM (P16: to 96 GB),2× SODIMM (P16: 4×),64 GB (P16 192),,1,NVMe,,,,1,,,,"2× M.2 slots, PCIe Gen 4",$285–420,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal workstation pack (large Wh). Search ""P1 battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P1 Gen 7 / P16s Gen 3 / P14s Gen 5,2024,,14/16″,Intel Core Ultra 200H / Ryzen,ddr5,P1 Gen 7: LPDDR5x-7467 (CAMM2); P16s: DDR5 SODIMM,P1: CAMM2 module; P16s: 2× SODIMM,64 GB (P1) / 96 GB (P16s),1,1,NVMe,,,,1,,,,"2× M.2 slots, PCIe Gen 4",$415–595,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,"P1 Gen 7 moves to CAMM2 memory (a single replaceable module, but not standard SO-DIMM). Marked soldered-style here since it's not user-friendly to swap.",,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal workstation pack (large Wh). Search ""P1 battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,R30 / R31,2001,,13.7/14.1″,Pentium III-M,sdr,PC133 SDRAM SODIMM,2× SODIMM,1 GB,,0,IDE,,,,,1,,,,$25–45,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.",,First of the R series — IBM's value line beside the T2x.,,"16V barrel · 72W|>Old 16V family (search ""IBM ThinkPad 16V 4.5A adapter"", FRU 02K6753). <span style=""color:#e5b567"">⚠</span> 16V machine! Do NOT use 20V bricks or USB-C→DC dongle adapters (they always output 20V) — the plug may fit, the voltage doesn't. 💡 Used OEM bricks are $10–20 shipped on eBay — and OEM-only territory here.",removable,"Removable Li-ion (IBM-era). Search ""R30 battery FRU"" — cells almost always need rebuilding at this age; runtime is a bonus, not expected.|>Genuine new packs long discontinued; aftermarket cells are hit-or-miss. Buy for completeness, not runtime."
thinkpad,L,R32,2002,,14.1″,Pentium 4-M,ddr1,DDR-266 SODIMM,2× SODIMM,1 GB,,0,IDE,,,,,1,,,,$25–45,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.",,,,"16V barrel · 72W|>Old 16V family (search ""IBM ThinkPad 16V 4.5A adapter"", FRU 02K6753). <span style=""color:#e5b567"">⚠</span> 16V machine! Do NOT use 20V bricks or USB-C→DC dongle adapters (they always output 20V) — the plug may fit, the voltage doesn't. 💡 Used OEM bricks are $10–20 shipped on eBay — and OEM-only territory here.",removable,"Removable Li-ion (IBM-era). Search ""R32 battery FRU"" — cells almost always need rebuilding at this age; runtime is a bonus, not expected.|>Genuine new packs long discontinued; aftermarket cells are hit-or-miss. Buy for completeness, not runtime."
thinkpad,L,R40,2003,,14.1/15″,Pentium M (Banias) / Pentium 4-M,ddr1,DDR-266 SODIMM,2× SODIMM,2 GB (official 1),,0,IDE,,,,,1,,,,$25–55,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.",,,,"16V barrel · 72W|>Old 16V family (search ""IBM ThinkPad 16V 4.5A adapter"", FRU 02K6753). <span style=""color:#e5b567"">⚠</span> 16V machine! Do NOT use 20V bricks or USB-C→DC dongle adapters (they always output 20V) — the plug may fit, the voltage doesn't. 💡 Used OEM bricks are $10–20 shipped on eBay — and OEM-only territory here.",removable,"Removable Li-ion (IBM-era). Search ""R40 battery FRU"" — cells almost always need rebuilding at this age; runtime is a bonus, not expected.|>Genuine new packs long discontinued; aftermarket cells are hit-or-miss. Buy for completeness, not runtime."
thinkpad,L,R50 / R51,2004,,14.1/15″,Pentium M (Banias/Dothan),ddr1,DDR-333 SODIMM,2× SODIMM,2 GB,,0,IDE,,,,,1,,,,$25–55,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.",,Value sibling of the T4x generation — shares much of its platform.,,"16V barrel · 72W|>Old 16V family (search ""IBM ThinkPad 16V 4.5A adapter"", FRU 02K6753). <span style=""color:#e5b567"">⚠</span> 16V machine! Do NOT use 20V bricks or USB-C→DC dongle adapters (they always output 20V) — the plug may fit, the voltage doesn't. 💡 Used OEM bricks are $10–20 shipped on eBay — and OEM-only territory here.",removable,"Removable Li-ion (IBM-era). Search ""R50 battery FRU"" — cells almost always need rebuilding at this age; runtime is a bonus, not expected.|>Genuine new packs long discontinued; aftermarket cells are hit-or-miss. Buy for completeness, not runtime."
thinkpad,L,R52,2005,,14.1/15″,Pentium M (Sonoma),ddr2,DDR2-533 SODIMM,2× SODIMM,2 GB,,0,IDE,,,,,1,,,SATA chipset but drives bridged to IDE,$25–55,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.",,First DDR2 R-series.,,"16V barrel · 72W|>Old 16V family (search ""IBM ThinkPad 16V 4.5A adapter"", FRU 02K6753). <span style=""color:#e5b567"">⚠</span> 16V machine! Do NOT use 20V bricks or USB-C→DC dongle adapters (they always output 20V) — the plug may fit, the voltage doesn't. 💡 Used OEM bricks are $10–20 shipped on eBay — and OEM-only territory here.",removable,"Removable Li-ion (IBM-era). Search ""R52 battery FRU"" — cells almost always need rebuilding at this age; runtime is a bonus, not expected.|>Genuine new packs long discontinued; aftermarket cells are hit-or-miss. Buy for completeness, not runtime."
thinkpad,L,R60 / R60e,2006,,14.1/15″,Core Duo / Core 2 Duo,ddr2,DDR2-667 SODIMM,2× SODIMM,"4 GB (~3.3 usable, 32-bit)",,0,SATA,1,,,,,,,,$25–55,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.",,,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2006–07). Search ""R60 6-cell battery"".|>9-cell high-capacity packs stick out the back — big runtime if cells are healthy. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,R61,2007,,14.1/15.4″,Core 2 Duo (Santa Rosa),ddr2,DDR2-667 SODIMM,2× SODIMM,8 GB (official 4),,0,SATA,1,,,,,,,,$30–65,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.",,,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2006–07). Search ""R61 6-cell battery"".|>9-cell high-capacity packs stick out the back — big runtime if cells are healthy. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,R400 / R500,2008,,14.1/15.4″,Core 2 Duo (Penryn),ddr3,DDR3-1066 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$30–65,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.",,Value twins of the T400/T500 — last of the R line.,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2008–09). Search ""R400 battery"".|>9-cell options add runtime and prop the rear up. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,SL410 / SL510,2009,,14/15.6″,Core 2 Duo (Penryn),ddr3,DDR3-1066 SODIMM,2× SODIMM,8 GB (official 4),,0,SATA,1,,,,,,,,$25–50,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,Transitional SL line between R and L series.,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2008–09). Search ""SL410 battery"".|>9-cell options add runtime and prop the rear up. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,W500,2008,,15.4″,Core 2 Duo (Penryn),ddr3,DDR3-1066 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$40–80,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,Workstation twin of the T500 (ATI FireGL) — start of the W line.,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2008–09). Search ""W500 battery"".|>9-cell options add runtime and prop the rear up. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,W510,2010,,15.6″,Intel 1st gen Core i7 QM (Clarksfield),ddr3,DDR3-1333 SODIMM,4× SODIMM,32 GB (official 16),,0,SATA,1,,,,,,,,$35–65,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,,,7.9mm round tip (yellow) · 135–170W|>W-series workstations shipped 135W (W510) or 170W (W520/W530) round-tip bricks. An undersized brick runs but slow-charges or throttles. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.,removable,"Workstation 9-cell — search ""0A36303"" (55++).|>W510/W520/W530 take big protruding packs. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,W520,2011,,15.6″,Intel 2nd gen QM (Sandy Bridge),ddr3,DDR3-1333 SODIMM,4× SODIMM,32 GB,,0,SATA+mSATA*,1,2,,,,,,mSATA uses the WWAN slot,$40–75,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,,,7.9mm round tip (yellow) · 135–170W|>W-series workstations shipped 135W (W510) or 170W (W520/W530) round-tip bricks. An undersized brick runs but slow-charges or throttles. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.,removable,"Workstation 9-cell — search ""0A36303"" (55++).|>W510/W520/W530 take big protruding packs. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,W530,2012,,15.6″,Intel 3rd gen QM (Ivy Bridge),ddr3,DDR3-1600 SODIMM,4× SODIMM,32 GB,,0,SATA+mSATA*,1,2,,,,,,mSATA uses the WWAN slot,$130–300,"Real eBay sold IQR, Jul 2026 (n=38, median $180). Workstation — GPU model and RAM config swing prices hard; heavy shipping.",,,,7.9mm round tip (yellow) · 135–170W|>W-series workstations shipped 135W (W510) or 170W (W520/W530) round-tip bricks. An undersized brick runs but slow-charges or throttles. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.,removable,"Workstation 9-cell — search ""0A36303"" (55++).|>W510/W520/W530 take big protruding packs. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,W540 / W541,2014,,15.6″,Intel 4th gen HQ (Haswell),ddr3,DDR3L-1600 SODIMM,4× SODIMM,32 GB,,0,SATA/M.2,1,,1,,,,2242,M.2 is SATA-only — no NVMe,$60–105,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,4 slots + numpad chassis; predecessor of the P50.,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",bridge (int + hot-swap ext),"Power Bridge era — internal + hot-swap external. Search by model FRU.|>Internal ~24Wh + external 3/6-cell, swappable without shutdown. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,W550s,2015,,15.6″,Intel 5th gen U (Broadwell),ddr3,DDR3L-1600 SODIMM,2× SODIMM,16 GB,,0,SATA,1,,,,,,,,$65–110,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,Thin/light workstation — bridge to the P50 era.,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",bridge (int + hot-swap ext),"Power Bridge era — internal + hot-swap external. Search by model FRU.|>Internal ~24Wh + external 3/6-cell, swappable without shutdown. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
